time,command_1,response_1
0.001,0,0
0.002,0,0
0.003,0,0
0.004,0,0
0.005,0,0
0.006,0,0
0.007,0,0
0.008,0,0
0.009,0,0
0.01,0,0
0.011,0,0
0.012,0,0
0.013,0,0
0.014,0,0
0.015,0,0
0.016,0,0
0.017,0,0
0.018,0,0
0.019,0,0
0.02,0,0
0.021,0,0
0.022,0,0
0.023,0,0
0.024,0,0
0.025,0,0
0.026,0,0
0.027,0,0
0.028,0,0
0.029,0,0
0.03,0,0
0.031,0,0
0.032,0,0
0.033,0,0
0.034,0,0
0.035,0,0
0.036,0,0
0.037,0,0
0.038,0,0
0.039,0,0
0.04,0,0
0.041,0,0
0.042,0,0
0.043,0,0
0.044,0,0
0.045,0,0
0.046,0,0
0.047,0,0
0.048,0,0
0.049,0,0
0.05,0,0
0.051,0,0
0.052,0,0
0.053,0,0
0.054,0,0
0.055,0,0
0.056,0,0
0.057,0,0
0.058,0,0
0.059,0,0
0.06,0,0
0.061,0,0
0.062,0,0
0.063,0,0
0.064,0,0
0.065,0,0
0.066,0,0
0.067,0,0
0.068,0,0
0.069,0,0
0.07,0,0
0.071,0,0
0.072,0,0
0.073,0,0
0.074,0,0
0.075,0,0
0.076,0,0
0.077,0,0
0.078,0,0
0.079,0,0
0.08,0,0
0.081,0,0
0.082,0,0
0.083,0,0
0.084,0,0
0.085,0,0
0.086,0,0
0.087,0,0
0.088,0,0
0.089,0,0
0.09,0,0
0.091,0,0
0.092,0,0
0.093,0,0
0.094,0,0
0.095,0,0
0.096,0,0
0.097,0,0
0.098,0,0
0.099,0,0
0.1,20,0
0.101,20,0
0.102,20,0.000998485576847698
0.103,20,0.00299281704871019
0.104,20,0.00595452491994975
0.105,20,0.00991828834194006
0.106,20,0.0147627698542854
0.107,20,0.0206519930309909
0.108,20,0.0274289135967708
0.109,20,0.0351175178905965
0.11,20,0.0437959909442309
0.111,20,0.053279128655165
0.112,20,0.0638184057102851
0.113,20,0.0750996746955189
0.114,20,0.0871615318538916
0.115,20,0.100140178433487
0.116,20,0.1142889620438
0.117,20,0.129256041228663
0.118,20,0.144759859779564
0.119,20,0.161196690166866
0.12,20,0.17858369592592
0.121,20,0.196268723931391
0.122,20,0.21572977849931
0.123,20,0.234881092805781
0.124,20,0.255547602300036
0.125,20,0.276652089041488
0.126,20,0.298769964239146
0.127,20,0.320820399188837
0.128,20,0.345428541808071
0.129,20,0.369288916077921
0.13,20,0.394780575526323
0.131,20,0.420190688779618
0.132,20,0.445904915770739
0.133,20,0.472444818346941
0.134,20,0.499682661312274
0.135,20,0.528890875784794
0.136,20,0.557987109397072
0.137,20,0.588105798370304
0.138,20,0.617163486170822
0.139,20,0.649148496991724
0.14,20,0.680175378681801
0.141,20,0.711670774909608
0.142,20,0.745484021036482
0.143,20,0.778379425854583
0.144,20,0.811816269552527
0.145,20,0.847988981733095
0.146,20,0.881877494036329
0.147,20,0.916716827304498
0.148,20,0.953085775831804
0.149,20,0.989426314201261
0.15,20,1.02654166046248
0.151,20,1.06436305055967
0.152,20,1.10121535572601
0.153,20,1.13944341486135
0.154,20,1.17971080077632
0.155,20,1.22096641590493
0.156,20,1.25810621770846
0.157,20,1.29742913060108
0.158,20,1.33909495408184
0.159,20,1.37982358411077
0.16,20,1.42150005067167
0.161,20,1.46452107238513
0.162,20,1.50586366018783
0.163,20,1.54773774205148
0.164,20,1.59090422554903
0.165,20,1.63274360824175
0.166,20,1.67709071211446
0.167,20,1.72004896289816
0.168,20,1.76583182331921
0.169,20,1.80933932098162
0.17,20,1.85484376318506
0.171,20,1.90071428970675
0.172,20,1.94435191349128
0.173,20,1.99231041370264
0.174,20,2.03895192293785
0.175,20,2.08239836355612
0.176,20,2.13315630700995
0.177,20,2.1739245160674
0.178,20,2.22331058904842
0.179,20,2.2678127110865
0.18,20,2.31757735002264
0.181,20,2.36261506335723
0.182,20,2.41190016007299
0.183,20,2.45916473482182
0.184,20,2.50586524521542
0.185,20,2.55155035171516
0.186,20,2.60642511474408
0.187,20,2.65850571495099
0.188,20,2.70756450784649
0.189,20,2.7486679944472
0.19,20,2.79845157606688
0.191,20,2.84589962937586
0.192,20,2.89616891209133
0.193,20,2.94203594352653
0.194,20,2.98784864895141
0.195,20,3.04238952689758
0.196,20,3.08766275513915
0.197,20,3.13446142628606
0.198,20,3.19702210677274
0.199,20,3.23772755669055
0.2,0,3.28885692497503
0.201,0,3.34055839695484
0.202,0,3.37892484496658
0.203,0,3.43309903688251
0.204,0,3.47949670857334
0.205,0,3.52314125541432
0.206,0,3.5675448104257
0.207,0,3.60825598859177
0.208,0,3.65503990023624
0.209,0,3.69056413835716
0.21,0,3.73111249541604
0.211,0,3.7762948496287
0.212,0,3.81855810947981
0.213,0,3.84832266616263
0.214,0,3.88464987450316
0.215,0,3.92414854719948
0.216,0,3.96187000295428
0.217,0,3.99572247610567
0.218,0,4.02634353424049
0.219,0,4.0552558831321
0.22,0,4.09216717944202
0.221,0,4.12022524397024
0.222,0,4.15643667736594
0.223,0,4.17422512065324
0.224,0,4.20932795798153
0.225,0,4.24206221554488
0.226,0,4.26160624026706
0.227,0,4.28741887725536
0.228,0,4.31172853927243
0.229,0,4.33949281390396
0.23,0,4.36406934103889
0.231,0,4.38909453563226
0.232,0,4.40746605142637
0.233,0,4.43392628657125
0.234,0,4.45240723246475
0.235,0,4.47433446702505
0.236,0,4.49246411870359
0.237,0,4.51457574533362
0.238,0,4.55103980970782
0.239,0,4.56875705387277
0.24,0,4.57627621657875
0.241,0,4.59184868848424
0.242,0,4.59897476918906
0.243,0,4.61821354257009
0.244,0,4.63353783343512
0.245,0,4.65384408345548
0.246,0,4.66801149743211
0.247,0,4.68013796265745
0.248,0,4.69138350387716
0.249,0,4.70146057445187
0.25,0,4.71817543228622
0.251,0,4.73537613460307
0.252,0,4.74336543555188
0.253,0,4.75307289561557
0.254,0,4.76574811748859
0.255,0,4.77534856756741
0.256,0,4.77432125367748
0.257,0,4.79118792358074
0.258,0,4.79766414345876
0.259,0,4.79811179273404
0.26,0,4.80925563954653
0.261,0,4.82146053474275
0.262,0,4.83393518838145
0.263,0,4.8353872355379
0.264,0,4.84392419341938
0.265,0,4.84407591922271
0.266,0,4.84335876393207
0.267,0,4.85931834118803
0.268,0,4.85890680887421
0.269,0,4.87355751975621
0.27,0,4.88027171704685
0.271,0,4.87363474914227
0.272,0,4.88456063741739
0.273,0,4.88636262377166
0.274,0,4.87744040873089
0.275,0,4.88651858789264
0.276,0,4.8899786880491
0.277,0,4.89297741193295
0.278,0,4.89515103685104
0.279,0,4.8962694727548
0.28,0,4.89713357398821
0.281,0,4.89284789730835
0.282,0,4.89652399997446
0.283,0,4.88366168510271
0.284,0,4.88872830006554
0.285,0,4.89982878748898
0.286,0,4.88996009016111
0.287,0,4.89379464566203
0.288,0,4.89832446550198
0.289,0,4.88512022854016
0.29,0,4.88306292469949
0.291,0,4.88340115816936
0.292,0,4.88579560305923
0.293,0,4.88025619099285
0.294,0,4.87388477242811
0.295,0,4.86817498401801
0.296,0,4.8710236251318
0.297,0,4.8685327753418
0.298,0,4.86358961908391
0.299,0,4.8613112883554
0.3,20,4.85346455109403
0.301,20,4.85746980643124
0.302,20,4.84108789802868
0.303,20,4.84997702470129
0.304,20,4.85094294017019
0.305,20,4.84278037241395
0.306,20,4.84656842001815
0.307,20,4.84895079141667
0.308,20,4.84597319181587
0.309,20,4.85101572937793
0.31,20,4.85590782837996
0.311,20,4.85286394714733
0.312,20,4.86565411542938
0.313,20,4.87175392098699
0.314,20,4.87346799201039
0.315,20,4.87808189256965
0.316,20,4.87904107556825
0.317,20,4.89447467593755
0.318,20,4.89401174622777
0.319,20,4.91627171610939
0.32,20,4.92011274009016
0.321,20,4.92844336541232
0.322,20,4.93535261796644
0.323,20,4.9372158856899
0.324,20,4.95326254544131
0.325,20,4.97272402387053
0.326,20,4.99514255479227
0.327,20,4.99951834701571
0.328,20,5.01054615699032
0.329,20,5.01991150405458
0.33,20,5.03734281507551
0.331,20,5.05612461695789
0.332,20,5.06494775272807
0.333,20,5.09124172574061
0.334,20,5.09121603240891
0.335,20,5.11172375403292
0.336,20,5.13052235508345
0.337,20,5.13718637022084
0.338,20,5.16752959480904
0.339,20,5.18274432672411
0.34,20,5.20084957073544
0.341,20,5.22301407699418
0.342,20,5.24310892794076
0.343,20,5.26096561502918
0.344,20,5.27370322263022
0.345,20,5.29567150422361
0.346,20,5.31784361148345
0.347,20,5.32960115362662
0.348,20,5.35138965982458
0.349,20,5.37555589301245
0.35,20,5.39945653249901
0.351,20,5.43019504683534
0.352,20,5.44653364796491
0.353,20,5.46173412640678
0.354,20,5.48290017945448
0.355,20,5.517235552315
0.356,20,5.54656905227311
0.357,20,5.55526175768759
0.358,20,5.57475776087174
0.359,20,5.59282038615639
0.36,20,5.629719583481
0.361,20,5.64956944964386
0.362,20,5.67842704051119
0.363,20,5.69070543918292
0.364,20,5.72149567021914
0.365,20,5.74076830998682
0.366,20,5.77644831808958
0.367,20,5.79062246583096
0.368,20,5.81817985579045
0.369,20,5.84167205702596
0.37,20,5.87469208805601
0.371,20,5.8966701944814
0.372,20,5.9136135112446
0.373,20,5.94133054018322
0.374,20,5.96449813269843
0.375,20,5.99953463541215
0.376,20,6.02436697413245
0.377,20,6.03844216556056
0.378,20,6.06281182787508
0.379,20,6.10029957574804
0.38,20,6.13105431242798
0.381,20,6.15413883541571
0.382,20,6.16995374385032
0.383,20,6.19632811381504
0.384,20,6.2378944857753
0.385,20,6.25817501741773
0.386,20,6.28330987589852
0.387,20,6.32075298432231
0.388,20,6.33415231970555
0.389,20,6.3668660962524
0.39,20,6.39551934449768
0.391,20,6.42499426565858
0.392,20,6.44113981038277
0.393,20,6.47590777270829
0.394,20,6.51843513385571
0.395,20,6.51768959672873
0.396,20,6.55742703284842
0.397,20,6.58010335657044
0.398,20,6.60319572536147
0.399,20,6.63019658641622
0.4,0,6.66609698020888
0.401,0,6.70533630580966
0.402,0,6.71057969143706
0.403,0,6.74464437751268
0.404,0,6.76134387379325
0.405,0,6.80173331717019
0.406,0,6.81429638065142
0.407,0,6.83101687024009
0.408,0,6.85669902855111
0.409,0,6.87204450260759
0.41,0,6.89850179458118
0.411,0,6.90755559344536
0.412,0,6.91823073879446
0.413,0,6.94408055049089
0.414,0,6.96883271815901
0.415,0,6.96447539471681
0.416,0,6.9852376902677
0.417,0,7.00735691062251
0.418,0,6.99954517498547
0.419,0,7.02940542436179
0.42,0,7.04163841820011
0.421,0,7.04851686045115
0.422,0,7.05160749558072
0.423,0,7.06639661646699
0.424,0,7.07589815992227
0.425,0,7.0900575227077
0.426,0,7.09574769149018
0.427,0,7.09559630885225
0.428,0,7.11607355238895
0.429,0,7.1101425523561
0.43,0,7.11012898813386
0.431,0,7.11767992390019
0.432,0,7.13130335878792
0.433,0,7.13046718667856
0.434,0,7.13882306350165
0.435,0,7.13591447470967
0.436,0,7.15564931589268
0.437,0,7.12803604477398
0.438,0,7.13855097172226
0.439,0,7.14208578981331
0.44,0,7.14407470704707
0.441,0,7.15418315742435
0.442,0,7.1452958779527
0.443,0,7.1424684446266
0.444,0,7.14296289233781
0.445,0,7.14665564345156
0.446,0,7.13482407951949
0.447,0,7.14107184191737
0.448,0,7.12445300062605
0.449,0,7.13249208962721
0.45,0,7.12344830960822
0.451,0,7.12230347487197
0.452,0,7.12545347294078
0.453,0,7.11161452184947
0.454,0,7.1084781765946
0.455,0,7.10034052499101
0.456,0,7.09060928964548
0.457,0,7.10042453171225
0.458,0,7.10454146171535
0.459,0,7.08953188257159
0.46,0,7.08344453149667
0.461,0,7.07172717240668
0.462,0,7.08413199813468
0.463,0,7.06473415683752
0.464,0,7.06896869153017
0.465,0,7.05550161470228
0.466,0,7.04399523850968
0.467,0,7.04615562048862
0.468,0,7.0379322214674
0.469,0,7.02252862959063
0.47,0,7.02449556623531
0.471,0,7.01978964749636
0.472,0,6.99856785103842
0.473,0,6.98877995766044
0.474,0,6.9847580551531
0.475,0,6.97558125572039
0.476,0,6.96978193242562
0.477,0,6.95324926301731
0.478,0,6.95070545097416
0.479,0,6.94357049402172
0.48,0,6.92793671554421
0.481,0,6.91803208716037
0.482,0,6.89843174395596
0.483,0,6.88899299014591
0.484,0,6.87686976943594
0.485,0,6.86810070205607
0.486,0,6.86518828811626
0.487,0,6.84465460445212
0.488,0,6.8604533694375
0.489,0,6.83936755333551
0.49,0,6.80932931139944
0.491,0,6.80458470398938
0.492,0,6.80062581498765
0.493,0,6.77852450964735
0.494,0,6.77573640672548
0.495,0,6.77483717279942
0.496,0,6.75485052896371
0.497,0,6.7439145822439
0.498,0,6.72594420601821
0.499,0,6.71718429008066
0.5,20,6.69999656158902
0.501,20,6.69956537938733
0.502,20,6.68308360153227
0.503,20,6.68121535474908
0.504,20,6.67498924882303
0.505,20,6.66552505217961
0.506,20,6.65056937747453
0.507,20,6.64071824753153
0.508,20,6.63000558263709
0.509,20,6.63376069358122
0.51,20,6.63494017849412
0.511,20,6.62267128551144
0.512,20,6.62085871505107
0.513,20,6.62387262816729
0.514,20,6.62399029971277
0.515,20,6.60805332729099
0.516,20,6.61857118865463
0.517,20,6.61900828472377
0.518,20,6.6178070880368
0.519,20,6.62642904637261
0.52,20,6.62041870206086
0.521,20,6.62025602913246
0.522,20,6.63103253052159
0.523,20,6.6362849517202
0.524,20,6.63636962516218
0.525,20,6.64821343135767
0.526,20,6.63846386334173
0.527,20,6.64754258849859
0.528,20,6.640865734655
0.529,20,6.67192523984942
0.53,20,6.66942131962463
0.531,20,6.6823944105428
0.532,20,6.69933814156278
0.533,20,6.70185978740072
0.534,20,6.70792281431724
0.535,20,6.71495226059125
0.536,20,6.72921756757574
0.537,20,6.74547556355833
0.538,20,6.7421325960908
0.539,20,6.76324303264898
0.54,20,6.78070549578559
0.541,20,6.77781565121573
0.542,20,6.80441042770406
0.543,20,6.81725008020447
0.544,20,6.81963845060819
0.545,20,6.82875301602408
0.546,20,6.85570336754627
0.547,20,6.87227944199763
0.548,20,6.88500029960365
0.549,20,6.90084900741851
0.55,20,6.90226858591893
0.551,20,6.92959884704035
0.552,20,6.93690848177766
0.553,20,6.95266154799843
0.554,20,6.96159685103385
0.555,20,6.99625140234473
0.556,20,7.00613764478854
0.557,20,7.02853160610951
0.558,20,7.04891067734705
0.559,20,7.04725412953876
0.56,20,7.07703150536443
0.561,20,7.08979710993149
0.562,20,7.11398079273578
0.563,20,7.13315551256426
0.564,20,7.14908281746279
0.565,20,7.155498811228
0.566,20,7.17874491094246
0.567,20,7.20001458996537
0.568,20,7.23952327630313
0.569,20,7.24436998394465
0.57,20,7.27123994168954
0.571,20,7.27646946512943
0.572,20,7.29418294628039
0.573,20,7.31643394114103
0.574,20,7.32751735815569
0.575,20,7.36006875823142
0.576,20,7.36944921984352
0.577,20,7.38023823160072
0.578,20,7.41672624048698
0.579,20,7.41860215218729
0.58,20,7.43659595042682
0.581,20,7.47266181916734
0.582,20,7.4836424557313
0.583,20,7.5042662681496
0.584,20,7.53030756521633
0.585,20,7.54833058471624
0.586,20,7.57090242774416
0.587,20,7.59528939754538
0.588,20,7.60502417630056
0.589,20,7.62533242129956
0.59,20,7.63942077283232
0.591,20,7.67336494297196
0.592,20,7.70239062680082
0.593,20,7.7128203957635
0.594,20,7.74312675870349
0.595,20,7.76448595925907
0.596,20,7.78908526528138
0.597,20,7.81021213408301
0.598,20,7.81825074787773
0.599,20,7.83809366959394
0.6,0,7.86639657090704
0.601,0,7.88199498696017
0.602,0,7.91896898581818
0.603,0,7.93770493761794
0.604,0,7.94587502800715
0.605,0,7.95915881841448
0.606,0,7.98318721321573
0.607,0,7.9895488264061
0.608,0,8.00863232005944
0.609,0,8.01939016940451
0.61,0,8.03770297084172
0.611,0,8.05835989179179
0.612,0,8.06692039272028
0.613,0,8.0810780661118
0.614,0,8.07463875194265
0.615,0,8.09296182374835
0.616,0,8.09232599782167
0.617,0,8.11152274232051
0.618,0,8.11850043323156
0.619,0,8.13320185667033
0.62,0,8.13779999949083
0.621,0,8.139763245117
0.622,0,8.1353323769341
0.623,0,8.13998466895717
0.624,0,8.13100215664195
0.625,0,8.1473736670694
0.626,0,8.14115753379925
0.627,0,8.16364898287612
0.628,0,8.16517799147846
0.629,0,8.16021185076201
0.63,0,8.15678073051477
0.631,0,8.16135500590407
0.632,0,8.17315034510498
0.633,0,8.17048531040816
0.634,0,8.15481296326629
0.635,0,8.15842134302533
0.636,0,8.1460786174572
0.637,0,8.15625633072435
0.638,0,8.15639985820015
0.639,0,8.1547210096876
0.64,0,8.1315643070816
0.641,0,8.14443365574093
0.642,0,8.12923993505165
0.643,0,8.12881847960282
0.644,0,8.13356676062069
0.645,0,8.12454804525637
0.646,0,8.11545070917245
0.647,0,8.11605354921831
0.648,0,8.11843961475337
0.649,0,8.0939164065153
0.65,0,8.0815375441937
0.651,0,8.07629312954178
0.652,0,8.07102737346514
0.653,0,8.06594849610558
0.654,0,8.06847855353098
0.655,0,8.03924629168266
0.656,0,8.049934989444
0.657,0,8.03353619971364
0.658,0,8.04016244362365
0.659,0,8.01578905963932
0.66,0,8.01382548776877
0.661,0,7.99716817722925
0.662,0,7.98993428243859
0.663,0,7.98382412358641
0.664,0,7.9744075913351
0.665,0,7.96220084369374
0.666,0,7.96533155535016
0.667,0,7.95052663954723
0.668,0,7.95051129808159
0.669,0,7.92306358897075
0.67,0,7.92301772281796
0.671,0,7.88714550192989
0.672,0,7.8977896339755
0.673,0,7.88454650851705
0.674,0,7.86740210334225
0.675,0,7.86440376158764
0.676,0,7.85428589328997
0.677,0,7.84382908263094
0.678,0,7.82722090935987
0.679,0,7.81671735672611
0.68,0,7.79473212038105
0.681,0,7.77931383594775
0.682,0,7.77350462553233
0.683,0,7.76466870389931
0.684,0,7.7581215237455
0.685,0,7.73206295561696
0.686,0,7.72172943556956
0.687,0,7.73568758454388
0.688,0,7.69509509590952
0.689,0,7.70170306403201
0.69,0,7.68128330444494
0.691,0,7.65651553601958
0.692,0,7.64677310795569
0.693,0,7.63266516672517
0.694,0,7.62455894097889
0.695,0,7.61790767285871
0.696,0,7.58157667009997
0.697,0,7.59578041339305
0.698,0,7.57268253836377
0.699,0,7.54894290819237
0.7,20,7.53836663054249
0.701,20,7.52773723398295
0.702,20,7.51481401442654
0.703,20,7.50961867601643
0.704,20,7.49769407250021
0.705,20,7.47663534432168
0.706,20,7.4689869404884
0.707,20,7.46690075084465
0.708,20,7.45460017806274
0.709,20,7.45523119989014
0.71,20,7.4354943228842
0.711,20,7.43869665804215
0.712,20,7.43264899051286
0.713,20,7.43687342702833
0.714,20,7.4132748194038
0.715,20,7.42067294274989
0.716,20,7.41913045448341
0.717,20,7.4000739985738
0.718,20,7.42604225006659
0.719,20,7.43757455502425
0.72,20,7.41556887599827
0.721,20,7.42055525586535
0.722,20,7.41668174339273
0.723,20,7.42523900591253
0.724,20,7.42236348157771
0.725,20,7.42775137612947
0.726,20,7.44437071642225
0.727,20,7.43037997313524
0.728,20,7.43721866841748
0.729,20,7.44623689075833
0.73,20,7.45157533524079
0.731,20,7.46950876890944
0.732,20,7.48058680265423
0.733,20,7.4651893541021
0.734,20,7.47519640358524
0.735,20,7.49178571903754
0.736,20,7.49332602216265
0.737,20,7.51981088873567
0.738,20,7.52619495082382
0.739,20,7.5275204848953
0.74,20,7.53732577781656
0.741,20,7.54063606035041
0.742,20,7.55940006828486
0.743,20,7.57292834749248
0.744,20,7.57655656110467
0.745,20,7.60150391067069
0.746,20,7.60366104996111
0.747,20,7.60970688872119
0.748,20,7.625634047279
0.749,20,7.64371403234165
0.75,20,7.64509636803758
0.751,20,7.6605449790081
0.752,20,7.69272177802061
0.753,20,7.68441528517832
0.754,20,7.70913353308864
0.755,20,7.72217205165207
0.756,20,7.74237750637194
0.757,20,7.74861795540515
0.758,20,7.74007340927197
0.759,20,7.7674318525267
0.76,20,7.79309800265914
0.761,20,7.80636458528548
0.762,20,7.83512152744626
0.763,20,7.84639343594234
0.764,20,7.85504403305144
0.765,20,7.86772814726273
0.766,20,7.87096144207869
0.767,20,7.91413117662753
0.768,20,7.91686689166476
0.769,20,7.92007760009638
0.77,20,7.95245746490325
0.771,20,7.96663784196368
0.772,20,7.97819642251847
0.773,20,8.00374772451433
0.774,20,8.01130278569004
0.775,20,8.02342906471911
0.776,20,8.03752740359558
0.777,20,8.06621378714735
0.778,20,8.0816749235703
0.779,20,8.1080053380235
0.78,20,8.1100167743516
0.781,20,8.13839714553878
0.782,20,8.14576725969762
0.783,20,8.19087610508083
0.784,20,8.19323006505665
0.785,20,8.2224396580804
0.786,20,8.23469265713069
0.787,20,8.25642815798893
0.788,20,8.2577666120891
0.789,20,8.29616242511271
0.79,20,8.31629335522665
0.791,20,8.30548651263602
0.792,20,8.33988782343905
0.793,20,8.35454264428837
0.794,20,8.37998213732243
0.795,20,8.39024703491463
0.796,20,8.4184880630527
0.797,20,8.4399628688391
0.798,20,8.45581335425804
0.799,20,8.47158871430566
0.8,0,8.48051541313099
0.801,0,8.51085085288848
0.802,0,8.52383610120747
0.803,0,8.53431311062962
0.804,0,8.56079584049065
0.805,0,8.57460789671537
0.806,0,8.59230332171732
0.807,0,8.6125786985218
0.808,0,8.62155660187951
0.809,0,8.63959378510904
0.81,0,8.63296849582396
0.811,0,8.64196048937097
0.812,0,8.65803380439272
0.813,0,8.67952959182947
0.814,0,8.68682262098271
0.815,0,8.68169830490597
0.816,0,8.68420720429461
0.817,0,8.68211702660314
0.818,0,8.70649152334793
0.819,0,8.70552932795962
0.82,0,8.69915175044575
0.821,0,8.70998475670519
0.822,0,8.69987222191256
0.823,0,8.72192650294386
0.824,0,8.71847899665487
0.825,0,8.7355141397523
0.826,0,8.71020940089683
0.827,0,8.73081188430683
0.828,0,8.7233953097549
0.829,0,8.72218727739844
0.83,0,8.72658257049588
0.831,0,8.72915938698782
0.832,0,8.70740510062915
0.833,0,8.72580114144512
0.834,0,8.70092420890782
0.835,0,8.69887095102353
0.836,0,8.69874303581758
0.837,0,8.7070020731087
0.838,0,8.68692157744916
0.839,0,8.69441221943816
0.84,0,8.69001275697345
0.841,0,8.68236964250429
0.842,0,8.68011386623781
0.843,0,8.65908973386813
0.844,0,8.67163325049453
0.845,0,8.65723577074078
0.846,0,8.65562584771959
0.847,0,8.63358821170952
0.848,0,8.63503963116117
0.849,0,8.63439780975314
0.85,0,8.62754577614934
0.851,0,8.60980603883122
0.852,0,8.58607171894359
0.853,0,8.58383735827061
0.854,0,8.58615631666126
0.855,0,8.58188397787052
0.856,0,8.56961716832767
0.857,0,8.55077501264303
0.858,0,8.5653598506923
0.859,0,8.53676009662646
0.86,0,8.53329292784254
0.861,0,8.51195787264765
0.862,0,8.4954178867434
0.863,0,8.49994733794598
0.864,0,8.49198486032749
0.865,0,8.48750938186103
0.866,0,8.4563241047988
0.867,0,8.43561643894659
0.868,0,8.45143846022233
0.869,0,8.42829069695058
0.87,0,8.40471127958339
0.871,0,8.39748868847264
0.872,0,8.38325799964987
0.873,0,8.38749773500389
0.874,0,8.37032466580545
0.875,0,8.35487682333652
0.876,0,8.34221355155398
0.877,0,8.32061027275165
0.878,0,8.32284007648965
0.879,0,8.30448141490356
0.88,0,8.28635923332556
0.881,0,8.27381100781633
0.882,0,8.26121614816635
0.883,0,8.24136111203247
0.884,0,8.24131199469146
0.885,0,8.2330914743873
0.886,0,8.22830251314933
0.887,0,8.19839310882492
0.888,0,8.17372096496672
0.889,0,8.16819674413363
0.89,0,8.14437485268901
0.891,0,8.13354989829435
0.892,0,8.11906994334352
0.893,0,8.10347981476804
0.894,0,8.09904577874288
0.895,0,8.07265162331559
0.896,0,8.0726666596952
0.897,0,8.05924595218345
0.898,0,8.04667945414279
0.899,0,8.0236172864582
0.9,20,8.01412489960251
0.901,20,8.00891531714665
0.902,20,7.98120531799946
0.903,20,7.9665707070358
0.904,20,7.97019619401199
0.905,20,7.92514466229769
0.906,20,7.93129203348441
0.907,20,7.94484756598069
0.908,20,7.91333451653977
0.909,20,7.90490734037645
0.91,20,7.89268947307506
0.911,20,7.90243552752724
0.912,20,7.87404931972007
0.913,20,7.8796306570427
0.914,20,7.88633402054931
0.915,20,7.8784607151969
0.916,20,7.88065176113757
0.917,20,7.87464121832815
0.918,20,7.87753876863984
0.919,20,7.86118764485802
0.92,20,7.87277382956925
0.921,20,7.85904033121568
0.922,20,7.87841476080344
0.923,20,7.8712289143406
0.924,20,7.88079515804797
0.925,20,7.87387983517917
0.926,20,7.88369067109433
0.927,20,7.8928912549528
0.928,20,7.87292332891802
0.929,20,7.87822842728811
0.93,20,7.88337842914806
0.931,20,7.90988201144692
0.932,20,7.91213641532042
0.933,20,7.90954762449651
0.934,20,7.93356655724228
0.935,20,7.92976508550062
0.936,20,7.92344667237479
0.937,20,7.93568671119419
0.938,20,7.940875479693
0.939,20,7.96795524955317
0.94,20,7.96437219690838
0.941,20,7.96895715954095
0.942,20,7.98316746296659
0.943,20,7.99087525996626
0.944,20,8.01449024812949
0.945,20,8.02188159996773
0.946,20,8.03116640371401
0.947,20,8.04304869835556
0.948,20,8.05129253966205
0.949,20,8.05480271103768
0.95,20,8.07858987977053
0.951,20,8.079591061782
0.952,20,8.08980667113654
0.953,20,8.10226725880219
0.954,20,8.13076280076245
0.955,20,8.14462175057523
0.956,20,8.13545964945992
0.957,20,8.16194641110767
0.958,20,8.17877763273861
0.959,20,8.18547462863332
0.96,20,8.21066160755749
0.961,20,8.22063518026292
0.962,20,8.23158747285347
0.963,20,8.24271994149097
0.964,20,8.26754593914243
0.965,20,8.28377561613658
0.966,20,8.29558417044286
0.967,20,8.30479512618957
0.968,20,8.32968777025662
0.969,20,8.32983575169511
0.97,20,8.35410884209163
0.971,20,8.38022098813579
0.972,20,8.38269973933881
0.973,20,8.39307471887064
0.974,20,8.43250532834066
0.975,20,8.43016161652378
0.976,20,8.45217367337156
0.977,20,8.45793931834871
0.978,20,8.48357581947688
0.979,20,8.5015918059107
0.98,20,8.51423664361671
0.981,20,8.53363814839466
0.982,20,8.55789133774799
0.983,20,8.5523847877114
0.984,20,8.58306229572894
0.985,20,8.58113493497908
0.986,20,8.61552388540801
0.987,20,8.64903002390573
0.988,20,8.65765077603303
0.989,20,8.66665181422397
0.99,20,8.6810289892004
0.991,20,8.70586727900825
0.992,20,8.72783685781593
0.993,20,8.73614652045131
0.994,20,8.76758941228617
0.995,20,8.76377438080439
0.996,20,8.7708844294827
0.997,20,8.79939779873574
0.998,20,8.82180330817356
0.999,20,8.83787006525633
1,20,8.85128872383418
